image_id,file_name,pair,timeframe,year,start_datetime,end_datetime,session,news_category,trend,volatility,source,status,notes
GBPUSD_H4_2022_20220523_000000_0007,gbpusd_h4_2022_20220523_000000_0007.png,GBPUSD,H4,2022,2022-05-23 00:00:00,2022-06-14 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2022_RAW.csv
GBPUSD_H4_2022_20220614_160000_0008,gbpusd_h4_2022_20220614_160000_0008.png,GBPUSD,H4,2022,2022-06-14 16:00:00,2022-07-07 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2022_RAW.csv
GBPUSD_H4_2022_20220707_080000_0009,gbpusd_h4_2022_20220707_080000_0009.png,GBPUSD,H4,2022,2022-07-07 08:00:00,2022-07-29 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2022_RAW.csv
GBPUSD_H4_2022_20220801_000000_0010,gbpusd_h4_2022_20220801_000000_0010.png,GBPUSD,H4,2022,2022-08-01 00:00:00,2022-08-23 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2022_RAW.csv
GBPUSD_H4_2022_20220823_160000_0011,gbpusd_h4_2022_20220823_160000_0011.png,GBPUSD,H4,2022,2022-08-23 16:00:00,2022-09-15 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2022_RAW.csv
GBPUSD_H4_2022_20220915_080000_0012,gbpusd_h4_2022_20220915_080000_0012.png,GBPUSD,H4,2022,2022-09-15 08:00:00,2022-10-07 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2022_RAW.csv
GBPUSD_H4_2022_20221010_000000_0013,gbpusd_h4_2022_20221010_000000_0013.png,GBPUSD,H4,2022,2022-10-10 00:00:00,2022-11-01 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2022_RAW.csv
GBPUSD_H4_2022_20221101_160000_0014,gbpusd_h4_2022_20221101_160000_0014.png,GBPUSD,H4,2022,2022-11-01 16:00:00,2022-11-24 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2022_RAW.csv
GBPUSD_H4_2022_20221124_080000_0015,gbpusd_h4_2022_20221124_080000_0015.png,GBPUSD,H4,2022,2022-11-24 08:00:00,2022-12-16 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2022_RAW.csv
GBPUSD_H4_2023_20230102_000000_0001,gbpusd_h4_2023_20230102_000000_0001.png,GBPUSD,H4,2023,2023-01-02 00:00:00,2023-01-24 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20230124_160000_0002,gbpusd_h4_2023_20230124_160000_0002.png,GBPUSD,H4,2023,2023-01-24 16:00:00,2023-02-16 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20230216_080000_0003,gbpusd_h4_2023_20230216_080000_0003.png,GBPUSD,H4,2023,2023-02-16 08:00:00,2023-03-10 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20230313_000000_0004,gbpusd_h4_2023_20230313_000000_0004.png,GBPUSD,H4,2023,2023-03-13 00:00:00,2023-04-04 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20230404_160000_0005,gbpusd_h4_2023_20230404_160000_0005.png,GBPUSD,H4,2023,2023-04-04 16:00:00,2023-04-27 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20230427_080000_0006,gbpusd_h4_2023_20230427_080000_0006.png,GBPUSD,H4,2023,2023-04-27 08:00:00,2023-05-19 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20230522_000000_0007,gbpusd_h4_2023_20230522_000000_0007.png,GBPUSD,H4,2023,2023-05-22 00:00:00,2023-06-13 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20230613_160000_0008,gbpusd_h4_2023_20230613_160000_0008.png,GBPUSD,H4,2023,2023-06-13 16:00:00,2023-07-06 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20230706_080000_0009,gbpusd_h4_2023_20230706_080000_0009.png,GBPUSD,H4,2023,2023-07-06 08:00:00,2023-07-28 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20230731_000000_0010,gbpusd_h4_2023_20230731_000000_0010.png,GBPUSD,H4,2023,2023-07-31 00:00:00,2023-08-22 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20230822_160000_0011,gbpusd_h4_2023_20230822_160000_0011.png,GBPUSD,H4,2023,2023-08-22 16:00:00,2023-09-14 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20230914_080000_0012,gbpusd_h4_2023_20230914_080000_0012.png,GBPUSD,H4,2023,2023-09-14 08:00:00,2023-10-06 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20231009_000000_0013,gbpusd_h4_2023_20231009_000000_0013.png,GBPUSD,H4,2023,2023-10-09 00:00:00,2023-10-31 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20231031_160000_0014,gbpusd_h4_2023_20231031_160000_0014.png,GBPUSD,H4,2023,2023-10-31 16:00:00,2023-11-23 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2023_20231123_080000_0015,gbpusd_h4_2023_20231123_080000_0015.png,GBPUSD,H4,2023,2023-11-23 08:00:00,2023-12-15 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2023_RAW.csv
GBPUSD_H4_2024_20240102_000000_0001,gbpusd_h4_2024_20240102_000000_0001.png,GBPUSD,H4,2024,2024-01-02 00:00:00,2024-01-24 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20240124_160000_0002,gbpusd_h4_2024_20240124_160000_0002.png,GBPUSD,H4,2024,2024-01-24 16:00:00,2024-02-16 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20240216_080000_0003,gbpusd_h4_2024_20240216_080000_0003.png,GBPUSD,H4,2024,2024-02-16 08:00:00,2024-03-11 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20240312_000000_0004,gbpusd_h4_2024_20240312_000000_0004.png,GBPUSD,H4,2024,2024-03-12 00:00:00,2024-04-03 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20240403_160000_0005,gbpusd_h4_2024_20240403_160000_0005.png,GBPUSD,H4,2024,2024-04-03 16:00:00,2024-04-26 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20240426_080000_0006,gbpusd_h4_2024_20240426_080000_0006.png,GBPUSD,H4,2024,2024-04-26 08:00:00,2024-05-20 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20240521_000000_0007,gbpusd_h4_2024_20240521_000000_0007.png,GBPUSD,H4,2024,2024-05-21 00:00:00,2024-06-12 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20240612_160000_0008,gbpusd_h4_2024_20240612_160000_0008.png,GBPUSD,H4,2024,2024-06-12 16:00:00,2024-07-05 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20240705_080000_0009,gbpusd_h4_2024_20240705_080000_0009.png,GBPUSD,H4,2024,2024-07-05 08:00:00,2024-07-29 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20240730_000000_0010,gbpusd_h4_2024_20240730_000000_0010.png,GBPUSD,H4,2024,2024-07-30 00:00:00,2024-08-21 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20240821_160000_0011,gbpusd_h4_2024_20240821_160000_0011.png,GBPUSD,H4,2024,2024-08-21 16:00:00,2024-09-13 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20240913_080000_0012,gbpusd_h4_2024_20240913_080000_0012.png,GBPUSD,H4,2024,2024-09-13 08:00:00,2024-10-07 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20241008_000000_0013,gbpusd_h4_2024_20241008_000000_0013.png,GBPUSD,H4,2024,2024-10-08 00:00:00,2024-10-30 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20241030_160000_0014,gbpusd_h4_2024_20241030_160000_0014.png,GBPUSD,H4,2024,2024-10-30 16:00:00,2024-11-22 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2024_20241122_080000_0015,gbpusd_h4_2024_20241122_080000_0015.png,GBPUSD,H4,2024,2024-11-22 08:00:00,2024-12-16 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2024_RAW.csv
GBPUSD_H4_2025_20250102_000000_0001,gbpusd_h4_2025_20250102_000000_0001.png,GBPUSD,H4,2025,2025-01-02 00:00:00,2025-01-24 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20250124_160000_0002,gbpusd_h4_2025_20250124_160000_0002.png,GBPUSD,H4,2025,2025-01-24 16:00:00,2025-02-18 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20250218_080000_0003,gbpusd_h4_2025_20250218_080000_0003.png,GBPUSD,H4,2025,2025-02-18 08:00:00,2025-03-12 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20250313_000000_0004,gbpusd_h4_2025_20250313_000000_0004.png,GBPUSD,H4,2025,2025-03-13 00:00:00,2025-04-04 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20250404_160000_0005,gbpusd_h4_2025_20250404_160000_0005.png,GBPUSD,H4,2025,2025-04-04 16:00:00,2025-04-29 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20250429_080000_0006,gbpusd_h4_2025_20250429_080000_0006.png,GBPUSD,H4,2025,2025-04-29 08:00:00,2025-05-21 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20250522_000000_0007,gbpusd_h4_2025_20250522_000000_0007.png,GBPUSD,H4,2025,2025-05-22 00:00:00,2025-06-13 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20250613_160000_0008,gbpusd_h4_2025_20250613_160000_0008.png,GBPUSD,H4,2025,2025-06-13 16:00:00,2025-07-08 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20250708_080000_0009,gbpusd_h4_2025_20250708_080000_0009.png,GBPUSD,H4,2025,2025-07-08 08:00:00,2025-07-30 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20250731_000000_0010,gbpusd_h4_2025_20250731_000000_0010.png,GBPUSD,H4,2025,2025-07-31 00:00:00,2025-08-22 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20250822_160000_0011,gbpusd_h4_2025_20250822_160000_0011.png,GBPUSD,H4,2025,2025-08-22 16:00:00,2025-09-16 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20250916_080000_0012,gbpusd_h4_2025_20250916_080000_0012.png,GBPUSD,H4,2025,2025-09-16 08:00:00,2025-10-08 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20251009_000000_0013,gbpusd_h4_2025_20251009_000000_0013.png,GBPUSD,H4,2025,2025-10-09 00:00:00,2025-10-31 12:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20251031_160000_0014,gbpusd_h4_2025_20251031_160000_0014.png,GBPUSD,H4,2025,2025-10-31 16:00:00,2025-11-25 04:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_H4_2025_20251125_080000_0015,gbpusd_h4_2025_20251125_080000_0015.png,GBPUSD,H4,2025,2025-11-25 08:00:00,2025-12-17 20:00:00,swing,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_H4_2025_RAW.csv
GBPUSD_M15_2020_20200101_000000_0001,gbpusd_m15_2020_20200101_000000_0001.png,GBPUSD,M15,2020,2020-01-01 00:00:00,2020-01-03 06:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200103_063000_0002,gbpusd_m15_2020_20200103_063000_0002.png,GBPUSD,M15,2020,2020-01-03 06:30:00,2020-01-06 07:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200106_073000_0003,gbpusd_m15_2020_20200106_073000_0003.png,GBPUSD,M15,2020,2020-01-06 07:30:00,2020-01-07 08:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200107_083000_0004,gbpusd_m15_2020_20200107_083000_0004.png,GBPUSD,M15,2020,2020-01-07 08:30:00,2020-01-08 09:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200108_093000_0005,gbpusd_m15_2020_20200108_093000_0005.png,GBPUSD,M15,2020,2020-01-08 09:30:00,2020-01-09 10:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200109_103000_0006,gbpusd_m15_2020_20200109_103000_0006.png,GBPUSD,M15,2020,2020-01-09 10:30:00,2020-01-10 11:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200110_113000_0007,gbpusd_m15_2020_20200110_113000_0007.png,GBPUSD,M15,2020,2020-01-10 11:30:00,2020-01-13 12:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200113_123000_0008,gbpusd_m15_2020_20200113_123000_0008.png,GBPUSD,M15,2020,2020-01-13 12:30:00,2020-01-14 13:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200114_133000_0009,gbpusd_m15_2020_20200114_133000_0009.png,GBPUSD,M15,2020,2020-01-14 13:30:00,2020-01-15 14:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200115_143000_0010,gbpusd_m15_2020_20200115_143000_0010.png,GBPUSD,M15,2020,2020-01-15 14:30:00,2020-01-16 15:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200116_153000_0011,gbpusd_m15_2020_20200116_153000_0011.png,GBPUSD,M15,2020,2020-01-16 15:30:00,2020-01-17 16:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200117_163000_0012,gbpusd_m15_2020_20200117_163000_0012.png,GBPUSD,M15,2020,2020-01-17 16:30:00,2020-01-20 17:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200120_173000_0013,gbpusd_m15_2020_20200120_173000_0013.png,GBPUSD,M15,2020,2020-01-20 17:30:00,2020-01-21 18:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200121_183000_0014,gbpusd_m15_2020_20200121_183000_0014.png,GBPUSD,M15,2020,2020-01-21 18:30:00,2020-01-22 19:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200122_193000_0015,gbpusd_m15_2020_20200122_193000_0015.png,GBPUSD,M15,2020,2020-01-22 19:30:00,2020-01-23 20:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200123_203000_0016,gbpusd_m15_2020_20200123_203000_0016.png,GBPUSD,M15,2020,2020-01-23 20:30:00,2020-01-24 21:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200124_213000_0017,gbpusd_m15_2020_20200124_213000_0017.png,GBPUSD,M15,2020,2020-01-24 21:30:00,2020-01-27 22:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200127_223000_0018,gbpusd_m15_2020_20200127_223000_0018.png,GBPUSD,M15,2020,2020-01-27 22:30:00,2020-01-28 23:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200128_233000_0019,gbpusd_m15_2020_20200128_233000_0019.png,GBPUSD,M15,2020,2020-01-28 23:30:00,2020-01-30 00:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200130_003000_0020,gbpusd_m15_2020_20200130_003000_0020.png,GBPUSD,M15,2020,2020-01-30 00:30:00,2020-01-31 01:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200131_013000_0021,gbpusd_m15_2020_20200131_013000_0021.png,GBPUSD,M15,2020,2020-01-31 01:30:00,2020-02-03 02:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200203_023000_0022,gbpusd_m15_2020_20200203_023000_0022.png,GBPUSD,M15,2020,2020-02-03 02:30:00,2020-02-04 03:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200204_033000_0023,gbpusd_m15_2020_20200204_033000_0023.png,GBPUSD,M15,2020,2020-02-04 03:30:00,2020-02-05 04:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200205_043000_0024,gbpusd_m15_2020_20200205_043000_0024.png,GBPUSD,M15,2020,2020-02-05 04:30:00,2020-02-06 05:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200206_053000_0025,gbpusd_m15_2020_20200206_053000_0025.png,GBPUSD,M15,2020,2020-02-06 05:30:00,2020-02-07 06:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200207_063000_0026,gbpusd_m15_2020_20200207_063000_0026.png,GBPUSD,M15,2020,2020-02-07 06:30:00,2020-02-10 07:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200210_073000_0027,gbpusd_m15_2020_20200210_073000_0027.png,GBPUSD,M15,2020,2020-02-10 07:30:00,2020-02-11 08:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200211_083000_0028,gbpusd_m15_2020_20200211_083000_0028.png,GBPUSD,M15,2020,2020-02-11 08:30:00,2020-02-12 09:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200212_093000_0029,gbpusd_m15_2020_20200212_093000_0029.png,GBPUSD,M15,2020,2020-02-12 09:30:00,2020-02-13 10:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200213_103000_0030,gbpusd_m15_2020_20200213_103000_0030.png,GBPUSD,M15,2020,2020-02-13 10:30:00,2020-02-14 11:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200214_113000_0031,gbpusd_m15_2020_20200214_113000_0031.png,GBPUSD,M15,2020,2020-02-14 11:30:00,2020-02-17 12:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200217_123000_0032,gbpusd_m15_2020_20200217_123000_0032.png,GBPUSD,M15,2020,2020-02-17 12:30:00,2020-02-18 13:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200218_133000_0033,gbpusd_m15_2020_20200218_133000_0033.png,GBPUSD,M15,2020,2020-02-18 13:30:00,2020-02-19 14:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200219_143000_0034,gbpusd_m15_2020_20200219_143000_0034.png,GBPUSD,M15,2020,2020-02-19 14:30:00,2020-02-20 15:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200220_153000_0035,gbpusd_m15_2020_20200220_153000_0035.png,GBPUSD,M15,2020,2020-02-20 15:30:00,2020-02-21 16:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200221_163000_0036,gbpusd_m15_2020_20200221_163000_0036.png,GBPUSD,M15,2020,2020-02-21 16:30:00,2020-02-24 17:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200224_173000_0037,gbpusd_m15_2020_20200224_173000_0037.png,GBPUSD,M15,2020,2020-02-24 17:30:00,2020-02-25 18:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200225_183000_0038,gbpusd_m15_2020_20200225_183000_0038.png,GBPUSD,M15,2020,2020-02-25 18:30:00,2020-02-26 19:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200226_193000_0039,gbpusd_m15_2020_20200226_193000_0039.png,GBPUSD,M15,2020,2020-02-26 19:30:00,2020-02-27 20:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200227_203000_0040,gbpusd_m15_2020_20200227_203000_0040.png,GBPUSD,M15,2020,2020-02-27 20:30:00,2020-02-28 21:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
GBPUSD_M15_2020_20200228_213000_0041,gbpusd_m15_2020_20200228_213000_0041.png,GBPUSD,M15,2020,2020-02-28 21:30:00,2020-03-02 22:15:00,intraday,unclassified,unclassified,unclassified,generated_from_ohlcv,raw_chart,Generated from GBPUSD_M15_2020_RAW.csv
